Strike;IV;
51.142435;1.136682;
51.285978;1.135416;
51.429925;1.134149;
51.574275;1.132880;
51.719030;1.131611;
51.864192;1.130341;
52.009761;1.129070;
52.155738;1.127798;
52.302125;1.126524;
52.448924;1.125250;
52.596134;1.123975;
52.743757;1.122699;
52.891795;1.121422;
53.040248;1.120144;
53.189118;1.118865;
53.338406;1.117585;
53.488112;1.116304;
53.638239;1.115022;
53.788788;1.113739;
53.939759;1.112455;
54.091153;1.111169;
54.242973;1.109883;
54.395218;1.108596;
54.547891;1.107308;
54.700993;1.106019;
54.854524;1.104729;
55.008486;1.103438;
55.162880;1.102147;
55.317708;1.100854;
55.472970;1.099560;
55.628668;1.098265;
55.784802;1.096969;
55.941376;1.095672;
56.098388;1.094374;
56.255841;1.093075;
56.413737;1.091775;
56.572075;1.090474;
56.730858;1.089172;
56.890086;1.087869;
57.049762;1.086565;
57.209885;1.085260;
57.370458;1.083955;
57.531482;1.082648;
57.692957;1.081340;
57.854886;1.080031;
58.017269;1.078721;
58.180108;1.077410;
58.343405;1.076098;
58.507159;1.074785;
58.671373;1.073472;
58.836048;1.072157;
59.001185;1.070841;
59.166786;1.069524;
59.332851;1.068206;
59.499383;1.066888;
59.666382;1.065568;
59.833849;1.064247;
60.001787;1.062925;
60.170196;1.061603;
60.339078;1.060279;
60.508434;1.058954;
60.678265;1.057628;
60.848573;1.056302;
61.019358;1.054974;
61.190624;1.053645;
61.362369;1.052316;
61.534597;1.050985;
61.707308;1.049654;
61.880504;1.048321;
62.054187;1.046987;
62.228356;1.045653;
62.403015;1.044317;
62.578163;1.042981;
62.753804;1.041644;
62.929937;1.040305;
63.106565;1.038966;
63.283688;1.037625;
63.461308;1.036284;
63.639427;1.034942;
63.818046;1.033598;
63.997167;1.032254;
64.176790;1.030909;
64.356917;1.029563;
64.537550;1.028216;
64.718689;1.026868;
64.900338;1.025519;
65.082496;1.024169;
65.265165;1.022818;
65.448347;1.021466;
65.632043;1.020113;
65.816255;1.018759;
66.000983;1.017404;
66.186231;1.016049;
66.371998;1.014692;
66.558286;1.013335;
66.745098;1.011976;
66.932434;1.010617;
67.120295;1.009256;
67.308684;1.007895;
67.497602;1.006533;
67.687049;1.005170;
67.877029;1.003806;
68.067542;1.002441;
68.258589;1.001075;
68.450173;0.999708;
68.642294;0.998340;
68.834955;0.996972;
69.028157;0.995602;
69.221900;0.994232;
69.416188;0.992860;
69.611021;0.991488;
69.806400;0.990115;
70.002328;0.988741;
70.198806;0.987366;
70.395836;0.985990;
70.593418;0.984614;
70.791555;0.983236;
70.990248;0.981858;
71.189499;0.980479;
71.389309;0.979099;
71.589680;0.977718;
71.790613;0.976336;
71.992110;0.974953;
72.194173;0.973570;
72.396803;0.972185;
72.600001;0.970800;
72.803770;0.969414;
73.008111;0.968027;
73.213025;0.966640;
73.418515;0.965251;
73.624581;0.963862;
73.831226;0.962472;
74.038450;0.961081;
74.246257;0.959689;
74.454646;0.958296;
74.663621;0.956903;
74.873181;0.955509;
75.083331;0.954114;
75.294070;0.952718;
75.505400;0.951322;
75.717324;0.949925;
75.929842;0.948527;
76.142957;0.947128;
76.356670;0.945729;
76.570983;0.944329;
76.785897;0.942928;
77.001415;0.941526;
77.217537;0.940124;
77.434267;0.938721;
77.651604;0.937317;
77.869551;0.935913;
78.088111;0.934507;
78.307283;0.933102;
78.527071;0.931695;
78.747475;0.930288;
78.968499;0.928880;
79.190142;0.927471;
79.412408;0.926062;
79.635298;0.924653;
79.858813;0.923242;
80.082955;0.921831;
80.307727;0.920419;
80.533129;0.919007;
80.759164;0.917594;
80.985834;0.916181;
81.213139;0.914767;
81.441083;0.913352;
81.669667;0.911937;
81.898892;0.910521;
82.128760;0.909105;
82.359274;0.907688;
82.590434;0.906271;
82.822244;0.904853;
83.054704;0.903434;
83.287816;0.902015;
83.521583;0.900596;
83.756006;0.899176;
83.991087;0.897756;
84.226827;0.896335;
84.463230;0.894914;
84.700296;0.893492;
84.938027;0.892070;
85.176425;0.890648;
85.415493;0.889225;
85.655232;0.887801;
85.895643;0.886378;
86.136729;0.884954;
86.378492;0.883529;
86.620934;0.882104;
86.864056;0.880679;
87.107860;0.879254;
87.352349;0.877828;
87.597523;0.876402;
87.843386;0.874976;
88.089939;0.873549;
88.337184;0.872122;
88.585123;0.870695;
88.833758;0.869268;
89.083091;0.867840;
89.333124;0.866413;
89.583858;0.864985;
89.835296;0.863557;
90.087440;0.862128;
90.340291;0.860700;
90.593853;0.859271;
90.848126;0.857843;
91.103112;0.856414;
91.358814;0.854985;
91.615234;0.853556;
91.872374;0.852127;
92.130235;0.850698;
92.388820;0.849269;
92.648131;0.847840;
92.908170;0.846411;
93.168938;0.844982;
93.430439;0.843553;
93.692673;0.842124;
93.955644;0.840696;
94.219352;0.839267;
94.483801;0.837838;
94.748992;0.836410;
95.014927;0.834982;
95.281609;0.833553;
95.549039;0.832125;
95.817220;0.830698;
96.086153;0.829270;
96.355842;0.827843;
96.626287;0.826416;
96.897491;0.824989;
97.169457;0.823563;
97.442185;0.822136;
97.715680;0.820711;
97.989942;0.819285;
98.264973;0.817860;
98.540777;0.816436;
98.817355;0.815011;
99.094709;0.813588;
99.372842;0.812164;
99.651755;0.810741;
99.931451;0.809319;
100.211932;0.807897;
100.493200;0.806476;
100.775258;0.805055;
101.058107;0.803635;
101.341750;0.802216;
101.626190;0.800797;
101.911427;0.799379;
102.197466;0.797962;
102.484307;0.796545;
102.771953;0.795129;
103.060407;0.793714;
103.349670;0.792300;
103.639745;0.790886;
103.930634;0.789473;
104.222340;0.788061;
104.514864;0.786650;
104.808210;0.785240;
105.102378;0.783831;
105.397373;0.782423;
105.693195;0.781016;
105.989848;0.779610;
106.287333;0.778205;
106.585654;0.776801;
106.884811;0.775398;
107.184809;0.773996;
107.485648;0.772595;
107.787332;0.771196;
108.089862;0.769798;
108.393241;0.768401;
108.697472;0.767005;
109.002557;0.765610;
109.308499;0.764217;
109.615299;0.762825;
109.922960;0.761435;
110.231484;0.760046;
110.540875;0.758658;
110.851133;0.757272;
111.162263;0.755888;
111.474266;0.754505;
111.787145;0.753123;
112.100902;0.751743;
112.415539;0.750365;
112.731060;0.748988;
113.047466;0.747613;
113.364760;0.746240;
113.682945;0.744869;
114.002022;0.743499;
114.321996;0.742131;
114.642867;0.740765;
114.964639;0.739400;
115.287315;0.738038;
115.610895;0.736678;
115.935385;0.735319;
116.260784;0.733963;
116.587098;0.732608;
116.914327;0.731256;
117.242474;0.729906;
117.571542;0.728557;
117.901535;0.727211;
118.232453;0.725868;
118.564300;0.724526;
118.897078;0.723187;
119.230791;0.721850;
119.565440;0.720515;
119.901028;0.719182;
120.237559;0.717852;
120.575034;0.716525;
120.913456;0.715200;
121.252828;0.713877;
121.593152;0.712557;
121.934432;0.711239;
122.276669;0.709924;
122.619868;0.708612;
122.964029;0.707302;
123.309156;0.705995;
123.655252;0.704691;
124.002320;0.703389;
124.350361;0.702090;
124.699380;0.700794;
125.049378;0.699501;
125.400358;0.698211;
125.752324;0.696924;
126.105277;0.695639;
126.459221;0.694358;
126.814159;0.693080;
127.170092;0.691804;
127.527025;0.690532;
127.884959;0.689263;
128.243898;0.687997;
128.603845;0.686734;
128.964802;0.685475;
129.326772;0.684219;
129.689758;0.682966;
130.053762;0.681716;
130.418789;0.680469;
130.784840;0.679227;
131.151918;0.677987;
131.520026;0.676751;
131.889168;0.675518;
132.259346;0.674289;
132.630563;0.673064;
133.002822;0.671842;
133.376125;0.670623;
133.750477;0.669409;
134.125879;0.668197;
134.502334;0.666990;
134.879847;0.665786;
135.258419;0.664586;
135.638053;0.663390;
136.018753;0.662198;
136.400522;0.661010;
136.783362;0.659825;
137.167276;0.658644;
137.552268;0.657468;
137.938341;0.656295;
138.325497;0.655126;
138.713740;0.653961;
139.103073;0.652801;
139.493498;0.651644;
139.885019;0.650492;
140.277639;0.649343;
140.671361;0.648199;
141.066189;0.647059;
141.462124;0.645923;
141.859170;0.644791;
142.257331;0.643664;
142.656610;0.642541;
143.057009;0.641422;
143.458532;0.640308;
143.861182;0.639198;
144.264962;0.638092;
144.669876;0.636991;
145.075926;0.635894;
145.483115;0.634802;
145.891448;0.633714;
146.300926;0.632631;
146.711554;0.631552;
147.123334;0.630477;
147.536271;0.629408;
147.950366;0.628343;
148.365623;0.627282;
148.782046;0.626226;
149.199638;0.625175;
149.618401;0.624128;
150.038340;0.623086;
150.459458;0.622049;
150.881758;0.621016;
151.305243;0.619989;
151.729917;0.618966;
152.155782;0.617947;
152.582843;0.616934;
153.011102;0.615925;
153.440564;0.614921;
153.871231;0.613922;
154.303107;0.612928;
154.736194;0.611939;
155.170498;0.610954;
155.606020;0.609975;
156.042765;0.609000;
156.480735;0.608030;
156.919935;0.607065;
157.360368;0.606105;
157.802037;0.605150;
158.244945;0.604200;
158.689097;0.603255;
159.134495;0.602315;
159.581143;0.601380;
160.029045;0.600450;
160.478204;0.599525;
160.928623;0.598605;
161.380307;0.597690;
161.833259;0.596779;
162.287482;0.595874;
162.742980;0.594974;
163.199756;0.594079;
163.657814;0.593190;
164.117158;0.592305;
164.577792;0.591425;
165.039718;0.590550;
165.502941;0.589680;
165.967463;0.588816;
166.433290;0.587956;
166.900424;0.587102;
167.368869;0.586252;
167.838629;0.585408;
168.309707;0.584569;
168.782108;0.583735;
169.255835;0.582905;
169.730891;0.582081;
170.207280;0.581263;
170.685007;0.580449;
171.164074;0.579640;
171.644486;0.578836;
172.126247;0.578037;
172.609360;0.577244;
173.093828;0.576455;
173.579657;0.575672;
174.066849;0.574893;
174.555408;0.574120;
175.045339;0.573352;
175.536644;0.572588;
176.029329;0.571830;
176.523397;0.571077;
177.018851;0.570329;
177.515696;0.569586;
178.013935;0.568848;
178.513573;0.568114;
179.014613;0.567386;
179.517060;0.566663;
180.020916;0.565945;
180.526187;0.565232;
181.032876;0.564524;
181.540988;0.563821;
182.050525;0.563122;
182.561492;0.562429;
183.073894;0.561740;
183.587734;0.561057;
184.103016;0.560378;
184.619744;0.559705;
185.137922;0.559036;
185.657555;0.558372;
186.178647;0.557713;
186.701201;0.557059;
187.225222;0.556410;
187.750713;0.555765;
188.277679;0.555125;
188.806125;0.554491;
189.336053;0.553860;
189.867469;0.553235;
190.400377;0.552615;
190.934780;0.551999;
191.470683;0.551388;
192.008091;0.550782;
192.547007;0.550180;
193.087435;0.549583;
193.629380;0.548991;
194.172846;0.548403;
194.717838;0.547821;
195.264359;0.547242;
195.812414;0.546669;
196.362008;0.546100;
196.913144;0.545535;
197.465826;0.544976;
198.020061;0.544420;
198.575850;0.543870;
199.133200;0.543324;
199.692114;0.542782;
200.252597;0.542245;
200.814652;0.541712;
201.378286;0.541184;
201.943501;0.540660;
202.510303;0.540141;
203.078696;0.539626;
203.648684;0.539115;
204.220271;0.538609;
204.793463;0.538107;
205.368264;0.537610;
205.944678;0.537117;
206.522710;0.536628;
207.102365;0.536143;
207.683646;0.535663;
208.266559;0.535187;
208.851108;0.534715;
209.437297;0.534248;
210.025132;0.533785;
210.614617;0.533325;
211.205756;0.532870;
211.798555;0.532419;
212.393017;0.531973;
212.989148;0.531530;
213.586952;0.531091;
214.186433;0.530657;
214.787598;0.530227;
215.390450;0.529800;
215.994993;0.529378;
216.601234;0.528959;
217.209176;0.528545;
217.818824;0.528134;
218.430184;0.527728;
219.043260;0.527325;
219.658056;0.526926;
220.274578;0.526532;
220.892830;0.526141;
221.512817;0.525753;
222.134545;0.525370;
222.758018;0.524991;
223.383240;0.524615;
224.010218;0.524243;
224.638955;0.523874;
225.269457;0.523510;
225.901728;0.523149;
226.535774;0.522792;
227.171600;0.522438;
227.809210;0.522089;
228.448610;0.521742;
229.089805;0.521400;
229.732799;0.521061;
230.377598;0.520725;
231.024207;0.520393;
231.672630;0.520065;
232.322874;0.519740;
232.974942;0.519419;
233.628841;0.519101;
234.284575;0.518786;
234.942150;0.518475;
235.601570;0.518168;
236.262841;0.517864;
236.925968;0.517563;
237.590956;0.517265;
238.257811;0.516971;
238.926537;0.516680;
239.597141;0.516393;
240.269626;0.516109;
240.943999;0.515828;
241.620265;0.515550;
242.298429;0.515275;
242.978496;0.515004;
243.660472;0.514736;
244.344362;0.514471;
245.030172;0.514209;
245.717907;0.513951;
246.407572;0.513695;
247.099172;0.513443;
247.792714;0.513194;
248.488202;0.512947;
249.185643;0.512704;
249.885041;0.512464;
250.586401;0.512227;
251.289731;0.511993;
251.995034;0.511761;
252.702318;0.511533;
253.411586;0.511308;
254.122845;0.511085;
254.836100;0.510866;
255.551357;0.510649;
256.268622;0.510436;
256.987900;0.510225;
257.709197;0.510017;
258.432518;0.509811;
259.157869;0.509609;
259.885257;0.509409;
260.614686;0.509212;
261.346162;0.509018;
262.079691;0.508827;
262.815279;0.508638;
263.552932;0.508452;
264.292655;0.508269;
265.034454;0.508088;
265.778335;0.507910;
266.524305;0.507735;
267.272368;0.507562;
268.022530;0.507392;
268.774798;0.507224;
269.529178;0.507059;
270.285674;0.506897;
271.044294;0.506737;
271.805044;0.506579;
272.567928;0.506425;
273.332954;0.506272;
274.100127;0.506122;
274.869453;0.505975;
275.640939;0.505830;
276.414590;0.505687;
277.190412;0.505547;
277.968412;0.505409;
278.748595;0.505274;
279.530969;0.505140;
280.315538;0.505010;
281.102309;0.504881;
281.891288;0.504755;
282.682482;0.504631;
283.475897;0.504510;
284.271539;0.504391;
285.069413;0.504274;
285.869527;0.504159;
286.671887;0.504047;
287.476499;0.503936;
288.283369;0.503828;
289.092504;0.503722;
289.903910;0.503619;
290.717593;0.503517;
291.533560;0.503418;
292.351817;0.503320;
293.172371;0.503225;
293.995228;0.503132;
294.820395;0.503041;
295.647877;0.502952;
296.477682;0.502866;
297.309816;0.502781;
298.144286;0.502698;
298.981098;0.502617;
299.820258;0.502539;
300.661774;0.502462;
301.505652;0.502387;
302.351898;0.502315;
303.200520;0.502244;
304.051523;0.502175;
304.904915;0.502108;
305.760702;0.502043;
306.618891;0.501980;
307.479489;0.501919;
308.342502;0.501860;
309.207937;0.501802;
310.075802;0.501747;
310.946102;0.501693;
311.818845;0.501641;
312.694038;0.501591;
313.571687;0.501543;
314.451800;0.501497;
315.334382;0.501452;
316.219442;0.501409;
317.106986;0.501368;
317.997021;0.501329;
318.889554;0.501291;
319.784593;0.501255;
320.682143;0.501221;
321.582213;0.501188;
322.484808;0.501158;
323.389938;0.501129;
324.297607;0.501101;
325.207824;0.501075;
326.120596;0.501051;
327.035930;0.501029;
327.953833;0.501008;
328.874312;0.500989;
329.797375;0.500971;
330.723029;0.500955;
331.651281;0.500941;
332.582138;0.500928;
333.515607;0.500917;
334.451697;0.500907;
335.390414;0.500899;
336.331766;0.500892;
337.275760;0.500887;
338.222403;0.500883;
339.171704;0.500881;
340.123669;0.500881;
341.078305;0.500881;
342.035622;0.500884;
342.995625;0.500888;
343.958322;0.500893;
344.923722;0.500900;
345.891831;0.500908;
346.862658;0.500917;
347.836209;0.500928;
348.812493;0.500941;
349.791517;0.500954;
350.773289;0.500970;
351.757816;0.500986;
352.745107;0.501004;
353.735169;0.501023;
354.728009;0.501044;
355.723636;0.501066;
356.722058;0.501089;
357.723282;0.501114;
358.727316;0.501140;
359.734169;0.501167;
360.743847;0.501196;
361.756359;0.501226;
362.771713;0.501257;
363.789917;0.501289;
364.810979;0.501323;
365.834906;0.501358;
366.861707;0.501394;
367.891391;0.501431;
368.923964;0.501470;
369.959436;0.501510;
370.997814;0.501551;
372.039106;0.501593;
373.083321;0.501637;
374.130467;0.501682;
375.180551;0.501727;
376.233584;0.501774;
377.289571;0.501823;
378.348523;0.501872;
379.410447;0.501923;
380.475351;0.501974;
381.543244;0.502027;
382.614135;0.502081;
383.688031;0.502136;
384.764941;0.502192;
385.844874;0.502249;
386.927838;0.502308;
388.013842;0.502367;
389.102894;0.502428;
390.195002;0.502489;
391.290176;0.502552;
392.388423;0.502616;
393.489754;0.502681;
394.594175;0.502747;
395.701696;0.502814;
396.812325;0.502882;
397.926072;0.502950;
399.042945;0.503020;
400.162952;0.503092;
401.286103;0.503164;
402.412407;0.503237;
403.541872;0.503311;
404.674506;0.503386;
405.810320;0.503462;
406.949322;0.503539;
408.091521;0.503616;
409.236925;0.503695;
410.385545;0.503775;
411.537388;0.503856;
412.692464;0.503938;
413.850782;0.504020;
415.012351;0.504104;
416.177181;0.504189;
417.345279;0.504274;
418.516657;0.504360;
419.691322;0.504448;
420.869284;0.504536;
422.050552;0.504625;
423.235136;0.504715;
424.423044;0.504806;
425.614287;0.504897;
426.808873;0.504990;
428.006812;0.505083;
429.208114;0.505178;
430.412787;0.505273;
431.620841;0.505369;
432.832286;0.505466;
434.047132;0.505563;
435.265387;0.505662;
436.487061;0.505761;
437.712164;0.505861;
438.940706;0.505962;
440.172696;0.506064;
441.408144;0.506167;
442.647059;0.506270;
443.889452;0.506374;
445.135331;0.506479;
446.384708;0.506585;
447.637591;0.506692;
448.893991;0.506799;
450.153917;0.506907;
451.417380;0.507016;
452.684388;0.507125;
453.954953;0.507236;
455.229084;0.507347;
456.506791;0.507459;
457.788085;0.507571;
459.072974;0.507685;
460.361470;0.507799;
461.653582;0.507913;
462.949321;0.508029;
464.248697;0.508145;
465.551720;0.508262;
466.858400;0.508379;
468.168747;0.508498;
469.482773;0.508617;
470.800486;0.508736;
472.121898;0.508857;
473.447019;0.508978;
474.775859;0.509100;
476.108428;0.509222;
477.444738;0.509345;
478.784799;0.509469;
480.128620;0.509593;
481.476214;0.509718;
482.827590;0.509844;
484.182759;0.509970;
485.541731;0.510097;
486.904518;0.510225;
488.271129;0.510353;
489.641576;0.510482;
491.015870;0.510611;
492.394021;0.510741;
493.776041;0.510872;
495.161939;0.511003;
496.551727;0.511135;
497.945416;0.511268;
499.343016;0.511401;
500.744539;0.511535;
502.149996;0.511669;
503.559398;0.511804;
504.972755;0.511940;
506.390080;0.512076;
507.811382;0.512212;
509.236674;0.512350;
510.665966;0.512488;
512.099269;0.512626;
513.536596;0.512765;
514.977957;0.512904;
516.423363;0.513044;
517.872826;0.513185;
519.326358;0.513326;
520.783969;0.513468;
522.245671;0.513610;
523.711476;0.513753;
525.181395;0.513896;
526.655440;0.514040;
528.133621;0.514184;
529.615952;0.514329;
531.102443;0.514475;
532.593107;0.514621;
534.087954;0.514767;
535.586997;0.514914;
537.090248;0.515061;
538.597717;0.515209;
540.109418;0.515358;
541.625362;0.515507;
543.145560;0.515656;
544.670025;0.515806;
546.198769;0.515956;
547.731804;0.516107;
